1000
	223	3	5
	224	13	7
	225	37	3
	226	12	10
	227	9	2
	228	12	5
	229	13	5
	230	46	9
	231	24	2
	232	39	1
	233	2	6
	234	15	9
	235	11	3
	236	9	9
	237	10	7
	238	17	2
	239	41	3
	240	24	4
	241	27	4
	242	39	8
	243	37	1
	244	5	1
	245	28	7
	246	25	8
	247	49	7
	248	47	2
	249	0	6
	250	22	9
	251	6	0
	252	6	8
	253	16	1
	254	29	3
	255	25	9
	256	26	4
	257	34	4
	258	32	5
	259	10	10
	260	27	6
	261	29	6
	262	22	2
	263	19	1
	264	3	5
	265	49	4
	266	14	8
	267	44	8
	268	26	4
	269	26	9
	270	26	9
	271	49	10
	272	50	5
	273	23	1
	274	38	9
	275	9	7
	276	2	0
	277	44	5
	278	12	10
	279	30	4
	280	40	1
	281	42	7
	282	14	0
	283	4	10
	284	22	6
	285	33	6
	286	35	7
	287	2	1
	288	16	5
	289	14	1
	290	38	1
	291	22	5
	292	20	3
	293	17	6
	294	7	10
	295	25	3
	296	14	1
	297	19	10
	298	49	8
	299	9	6
	300	10	10
	301	18	5
	302	34	6
	303	34	10
	304	16	8
	305	10	10
	306	9	8
	307	36	2
	308	35	10
	309	14	0
	310	32	2
	311	34	1
	312	48	6
	313	13	8
	314	26	3
	315	8	6
	316	45	2
	317	29	4
	318	47	3
	319	16	10
	320	16	9
	321	22	9
	322	34	7
	323	47	4
	324	7	5
	325	21	8
	326	33	2
	327	23	5
	328	23	5
	329	14	9
	330	10	3
	331	5	3
	332	10	8
	333	21	10
	334	44	10
	335	5	4
	336	33	5
	337	25	9
	338	39	0
	339	11	9
	340	9	4
	341	1	4
	342	36	10
	343	19	0
	344	18	0
	345	36	8
	346	14	6
	347	40	7
	348	34	8
	349	23	5
	350	34	7
	351	41	6
	352	30	1
	353	12	0
	354	42	7
	355	30	2
	356	39	10
	357	15	6
	358	33	0
	359	25	9
	360	17	10
	361	49	5
	362	5	6
	363	30	2
	364	43	3
	365	32	8
	366	31	4
	367	19	9
	368	20	0
	369	6	10
	370	24	4
	371	8	5
	372	31	8
	373	26	9
	374	24	1
	375	4	2
	376	32	7
	377	30	3
	378	38	2
	379	1	9
	380	14	0
	381	27	6
	382	8	4
	383	0	6
	384	30	7
	385	12	7
	386	49	2
	387	23	1
	388	47	9
	389	34	2
	390	31	10
	391	34	5
	392	10	2
	393	16	2
	394	44	4
	395	24	3
	396	26	0
	397	36	6
	398	14	3
	399	9	9
	400	19	6
	401	34	4
	402	0	8
	403	39	8
	404	9	5
	405	47	9
	406	38	6
	407	26	3
	408	24	8
	409	21	10
	410	25	3
	411	5	3
	412	17	0
	413	18	5
	414	42	7
	415	31	4
	416	47	4
	417	5	2
	418	38	7
	419	7	5
	420	0	3
	421	12	4
	422	20	9
	423	23	4
	424	38	10
	425	50	2
	426	32	5
	427	24	8
	428	28	10
	429	3	5
	430	33	3
	431	49	10
	432	5	1
	433	40	3
	434	22	7
	435	12	3
	436	41	6
	437	8	5
	438	39	0
	439	4	10
	440	43	10
	441	10	7
	442	42	6
	443	19	8
	444	27	8
	445	3	9
	446	47	6
	447	38	7
	448	37	5
	449	5	0
	450	24	4
	451	1	9
	452	43	1
	453	6	7
	454	41	5
	455	39	10
	456	18	7
	457	19	4
	458	48	7
	459	42	8
	460	40	5
	461	37	6
	462	2	1
	463	49	3
	464	9	6
	465	11	4
	466	2	2
	467	39	0
	468	47	4
	469	17	4
	470	39	4
	471	11	9
	472	24	3
	473	27	9
	474	23	3
	475	32	7
	476	37	9
	477	46	3
	478	14	10
	479	27	7
	480	28	7
	481	5	5
	482	50	3
	483	44	1
	484	39	7
	485	20	8
	486	19	8
	487	39	5
	488	41	4
	489	12	8
	490	24	5
	491	48	4
	492	7	9
	493	17	9
	494	4	7
	495	3	0
	496	14	10
	497	16	9
	498	34	7
	499	21	4
	500	48	9
	501	41	1
	502	48	1
	503	2	2
	504	19	8
	505	3	5
	506	34	8
	507	35	7
	508	32	8
	509	46	1
	510	3	9
	511	32	4
	512	3	0
	513	34	0
	514	5	8
	515	35	9
	516	15	7
	517	14	2
	518	33	4
	519	30	8
	520	6	9
	521	11	0
	522	35	8
	523	21	6
	524	23	8
	525	25	2
	526	7	4
	527	28	8
	528	23	4
	529	43	4
	530	17	3
	531	21	7
	532	14	7
	533	47	5
	534	37	6
	535	45	4
	536	30	1
	537	16	0
	538	8	1
	539	31	9
	540	9	10
	541	32	1
	542	42	8
	543	44	1
	544	35	8
	545	44	4
	546	35	3
	547	13	0
	548	25	3
	549	17	3
	550	44	7
	551	29	0
	552	28	6
	553	41	6
	554	42	4
	555	22	7
	556	41	8
	557	45	10
	558	14	6
	559	43	9
	560	11	4
	561	8	6
	562	45	7
	563	14	10
	564	0	8
	565	20	2
	566	25	6
	567	37	3
	568	20	7
	569	28	0
	570	22	2
	571	25	1
	572	19	6
	573	23	3
	574	24	3
	575	32	10
	576	47	4
	577	33	3
	578	23	0
	579	6	9
	580	27	7
	581	1	0
	582	39	0
	583	25	4
	584	40	2
	585	8	5
	586	43	6
	587	19	1
	588	32	4
	589	20	1
	590	26	7
	591	41	2
	592	5	0
	593	44	10
	594	12	7
	595	49	3
	596	35	8
	597	37	1
	598	0	4
	599	26	1
	600	46	4
	601	13	3
	602	19	7
	603	18	8
	604	27	0
	605	35	1
	606	33	0
	607	44	9
	608	23	0
	609	50	6
	610	14	8
	611	21	7
	612	11	0
	613	3	6
	614	35	0
	615	37	1
	616	32	5
	617	10	0
	618	1	10
	619	35	10
	620	11	3
	621	27	10
	622	24	4
	623	45	8
	624	6	8
	625	35	0
	626	16	9
	627	4	6
	628	14	8
	629	43	1
	630	3	9
	631	36	2
	632	48	10
	633	35	2
	634	26	9
	635	16	8
	636	16	10
	637	35	7
	638	43	3
	639	1	0
	640	29	8
	641	37	10
	642	6	6
	643	5	6
	644	13	5
	645	13	7
	646	33	8
	647	35	7
	648	44	8
	649	39	0
	650	41	9
	651	29	2
	652	31	5
	653	13	3
	654	43	1
	655	8	0
	656	23	8
	657	43	0
	658	4	1
	659	17	10
	660	32	8
	661	17	1
	662	28	2
	663	2	8
	664	48	0
	665	11	10
	666	16	8
	667	6	8
	668	9	8
	669	2	8
	670	29	6
	671	43	9
	672	25	0
	673	38	9
	674	40	0
	675	24	7
	676	7	10
	677	35	5
	678	2	3
	679	8	6
	680	17	0
	681	48	10
	682	7	8
	683	32	3
	684	21	2
	685	35	0
	686	23	6
	687	5	1
	688	10	5
	689	15	10
	690	12	8
	691	26	7
	692	39	10
	693	12	6
	694	44	4
	695	10	3
	696	26	9
	697	8	10
	698	3	10
	699	5	3
	700	16	3
	701	26	3
	702	44	3
	703	35	0
	704	11	7
	705	26	6
	706	22	2
	707	15	1
	708	5	3
	709	31	10
	710	29	6
	711	6	1
	712	25	7
	713	50	7
	714	23	10
	715	47	5
	716	18	6
	717	4	10
	718	16	1
	719	1	5
	720	18	2
	721	37	8
	722	24	7
	723	37	8
	724	5	10
	725	28	4
	726	13	1
	727	15	9
	728	7	0
	729	33	9
	730	0	4
	731	50	7
	732	32	3
	733	0	8
	734	46	10
	735	48	10
	736	47	7
	737	40	10
	738	7	6
	739	48	9
	740	34	2
	741	2	3
	742	34	1
	743	12	9
	744	8	1
	745	16	9
	746	18	1
	747	37	3
	748	46	5
	749	21	9
	750	22	10
	751	2	2
	752	35	9
	753	33	10
	754	21	2
	755	30	6
	756	20	1
	757	18	7
	758	21	5
	759	48	9
	760	25	6
	761	50	8
	762	27	9
	763	30	9
	764	29	9
	765	11	10
	766	28	6
	767	30	9
	768	31	1
	769	36	1
	770	35	8
	771	13	10
	772	31	3
	773	46	7
	774	35	7
	775	48	8
	776	50	10
	777	14	5
	778	44	6
	779	47	10
	780	2	3
	781	29	7
	782	15	3
	783	12	2
	784	6	2
	785	27	1
	786	7	0
	787	11	3
	788	14	4
	789	50	8
	790	8	1
	791	43	9
	792	19	10
	793	7	2
	794	26	0
	795	42	9
	796	20	3
	797	48	9
	798	31	3
	799	25	5
	800	42	3
	801	31	3
	802	18	10
	803	29	8
	804	49	4
	805	41	9
	806	8	7
	807	35	1
	808	40	9
	809	45	4
	810	13	8
	811	22	5
	812	7	3
	813	32	4
	814	12	4
	815	46	1
	816	15	5
	817	12	5
	818	42	1
	819	33	5
	820	46	6
	821	22	9
	822	12	0
	823	34	4
	824	39	2
	825	13	9
	826	34	5
	827	10	0
	828	32	0
	829	41	6
	830	28	0
	831	30	8
	832	0	7
	833	43	1
	834	50	0
	835	11	1
	836	19	7
	837	50	2
	838	26	4
	839	16	8
	840	44	2
	841	39	8
	842	6	2
	843	22	1
	844	3	10
	845	17	4
	846	37	7
	847	22	1
	848	5	0
	849	20	5
	850	5	9
	851	29	6
	852	42	8
	853	40	9
	854	11	2
	855	47	8
	856	25	6
	857	4	1
	858	36	1
	859	2	1
	860	34	7
	861	46	0
	862	31	7
	863	26	2
	864	45	6
	865	43	8
	866	46	0
	867	16	2
	868	44	6
	869	39	7
	870	37	3
	871	0	1
	872	31	8
	873	36	9
	874	49	9
	875	0	4
	876	30	6
	877	10	3
	878	30	4
	879	17	0
	880	12	0
	881	28	4
	882	46	5
	883	31	10
	884	42	9
	885	40	7
	886	33	5
	887	50	8
	888	32	5
	889	6	0
	890	26	8
	891	18	9
	892	46	0
	893	21	7
	894	39	1
	895	47	3
	896	8	3
	897	15	1
	898	47	3
	899	3	1
	900	19	2
	901	14	7
	902	21	4
	903	44	9
	904	21	6
	905	18	8
	906	1	3
	907	30	8
	908	26	5
	909	4	9
	910	19	3
	911	20	1
	912	11	7
	913	16	2
	914	26	1
	915	7	0
	916	3	6
	917	8	2
	918	6	3
	919	13	7
	920	16	0
	921	18	3
	922	26	2
	923	6	6
	924	8	7
	925	15	2
	926	4	1
	927	0	4
	928	12	3
	929	18	1
	930	19	6
	931	10	5
	932	47	7
	933	38	8
	934	26	0
	935	38	9
	936	37	9
	937	23	5
	938	29	5
	939	23	8
	940	35	0
	941	5	1
	942	45	0
	943	19	9
	944	15	10
	945	37	0
	946	40	7
	947	48	3
	948	33	9
	949	44	3
	950	5	7
	951	5	4
	952	46	4
	953	29	0
	954	23	7
	955	26	2
	956	6	3
	957	36	8
	958	41	3
	959	0	7
	960	48	2
	961	2	3
	962	47	8
	963	33	1
	964	10	0
	965	45	2
	966	8	5
	967	0	5
	968	6	10
	969	19	7
	970	48	2
	971	39	1
	972	40	6
	973	6	9
	974	48	4
	975	49	1
	976	43	10
	977	11	6
	978	18	10
	979	13	1
	980	24	5
	981	6	10
	982	47	1
	983	2	7
	984	6	8
	985	47	7
	986	9	1
	987	22	3
	988	40	2
	989	24	8
	990	8	4
	991	45	5
	992	6	9
	993	42	8
	994	42	9
	995	35	1
	996	26	9
	997	48	6
	998	39	10
	999	28	10
